source,productid,mobilename,userid,review,rating,reviewdate
flipkart,86da1977dcdf1,"Apple iPhone 16 (Black, 256 GB)",Santharao,...Excellent performanceGood camera qualityGood design,,7 days ago
flipkart,86da1977dcdf1,"Apple iPhone 16 (Black, 256 GB)",Shahil  Ansari,...Everything is fine and the camera is also very good.�,,7 days ago
flipkart,86da1977dcdf1,"Apple iPhone 16 (Black, 256 GB)",Lalu Kumar,...Camera quality is excellentBattery backup is durablePerformence is,,1 month ago
flipkart,86da1977dcdf1,"Apple iPhone 16 (Black, 256 GB)",Aman Raj,...BEST CAMERA QUALITY AS ALWAYS AND OVERALL LOVED IT VERY MUCH.,,3 months ago
flipkart,86da1977dcdf1,"Apple iPhone 16 (Black, 256 GB)",Anonymous,,,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Karthik Dhulipala,...Pros:-Camera is good but not that much great it's ok-ish details feels like little bit clumsy.,,4 months ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Flipkart Customer,...Motorola edge 60 Fusion 5G was a awesome smartphone🥰 This phone 📱 camera was really good �,,1 month ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",sandeep e,...Camera was assumed and with Sony and the dimensity 7400 was rocked !!!,,4 months ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Ravi Shankar Bhardwaj,"...lot of improvements are clearly visibleCamera quality, Ai featuresBody ,colourAnd also it's more handy now",,4 months ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Emdadul Haque,...1.Camera Quality of the phone is phenomenal beautiful picture 5/52.,,15 days ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",mayank parmar,...I think there is backlash in front camera quality then fusion 50. Fusion 50 front camera photo quality is far better than 60 fusion.,,5 months ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Jangala Pawan,...Camera quality -4.5/5Battery -4/5Display quality -5/5Performance,,5 months ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Shyam Singh Solanki,...Nice camera quality and offers best AI experience in the segment .,,1 month ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",yaswanth surya,...Not good camera very bad camera quality like 10k mobile.,,5 months ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Manoj Bind,"...battery is good, 8 hours continuous play.Camera output is strange and little non realistic.It gives some AI processed image every time",,7 days ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Pranav Dixit,"...Minimum ISO level in Pro mode is 100 only, I was expecting 50. It has dual camera setup in back.",,1 month ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Flipkart Customer,"...Phenomenal purchase ,Camera quality is bestBattery is humungousWater resistant ip68",,5 months ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Lucky Khan,...Beautiful MobileCamera Quality AwsmmBattery Backup Very Good,,5 months ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Sumit Kumar,...The camera quality is superb... performance i,,1 month ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",NIKHIL PAL,...Decent phone in this segment with a very good camera quality.,,5 days ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Amar Ghosh,"...The phone is very good, especially its camera, just wow.",,6 days ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Ashish Kumar,...Camera quality is awesomeOverall ratings 4.8/5Night vision is �,,4 months ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Akhil Tudu,"...Camera quality is awesome .. dolby sound , curved display fast charging",,5 months ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Akanksha  Sri,...Display and design awesome.back camera even potrait mode awesome.front camera is average while people make,,25 days ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",shivam sharma,...multimedia.2. Battery backup is good.3. Camera quality is also good.Cons:No back Cover.No tempered for screen,,4 months ago
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Anonymous,,,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",subhajit sadhukhan,"...Display:It looks awesome, check my imagesCamera: excellent picture and details capturedVideo: Front camera 4k awesome.Battery:",,"Sep, 2024"
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Sonia Sharma,...Camera quality is amazing 4k shots and many things.,,2 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Flipkart Customer,...Camera: The camera system is versatile and can take great photos in a variety of conditions.,,7 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Rajeevan Kakkokara,"...etc, then exynos is good for these tasks.The phone is great and camera is good.",,4 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Ashish Kumar Patel,"...wrost camera quality,never saatified in hand feel ..not good for money....i suggeust in this",,"Aug, 2024"
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Flipkart Customer,"...Product is bestLove the Camera qualityHeating problem with battery,it could be",,4 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Ashwini  Kamate,...The product is good 👍Camera quality Better clear skin tones,,3 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Sewanga Pulak  Dolakashoria,...Portrait camera mode and the primary camera on this phone is really nice.,,4 days ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Flipkart Customer,...Camera is top notch too and you can get some pretty good images.,,"Jun, 2024"
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",ARYAN SINGH,".... The camera is not too vibrant and takes natural photos, selfie camera is good to",,10 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Farhana Parvin,...Camera quality is amazing...I'm obsessed �,,8 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Bhaskar  Bairagi,...good picture quality camera... but battry backup bad quality and charging,,4 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",SUSHEEL RAIKWAR,...Camera quality is too poor to be compared with VGA camera.,,5 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Yesudass Moses,...Better than my Nothing 2a in terms of camera quality...,,9 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Harsh Sharma,...Camera isn't too good the dynamic range is soo badHeating issuePerformance is good enough,,2 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",abhi ranshinge,...Phone Good but camera quality is no good.bed camera,,3 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Mohit Rajput,...VERY NICE MOBILE AND NEXT LEVEL CAMERAIT PLAY BHMI ON 60 FPSI LOVE IT,,4 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Aparajita Samal,...Camera Quality n storeg,,4 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Amit kumar Tiwary,...Samsung a35 smartphone is good 👍 camera ossam,,4 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Amit Kumar Sahu,...Only camera quality not up to the mark I was exchange from iPhone xr believe me XR camera much better than A35,,4 months ago
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Anonymous,,,
flipkart,3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",Kumar Amitabh,...Camera quality is good.Best performance.I got very discount on,,4 days ago
flipkart,3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",vikram  Kumar,...This is just amazing phone camera decent,,4 days ago
flipkart,3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",MAHENDRA  PANDIT,...Camera not well ... battery good but  charge time long ..,,1 month ago
flipkart,3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",AWADHESH  PRAKASH,...Working wellWonderful performanceBest cameraBattery is ok this timeI can tell some,,1 month ago
flipkart,3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",aniket Singh,...You are beautiful camera �,,1 month ago
flipkart,3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",Rahul  Prajapati,...Front camera is not good,,7 days ago
flipkart,3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",Rashmi Singh,...Great photos one in day light and other was full dark room both are great,,13 days ago
flipkart,3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",Pramod  Kumar,...Camera quality not good in this price,,1 month ago
flipkart,3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",Gaurav Tiwari,...Battery and front camera,,1 month ago
flipkart,3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",janeshwar prasad,...This phone is good for camera and performance,,1 month ago
flipkart,3a5653667cb9c,"vivo T4R 5G (Arctic White, 256 GB)",Anonymous,,,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",subhajit sadhukhan,"...Display:It looks awesome, check my imagesCamera: excellent picture and details capturedVideo: Front camera 4k awesome.Battery:",,"Sep, 2024"
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Sonia Sharma,...Camera quality is amazing 4k shots and many things.,,2 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Flipkart Customer,...Camera: The camera system is versatile and can take great photos in a variety of conditions.,,7 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Rajeevan Kakkokara,"...etc, then exynos is good for these tasks.The phone is great and camera is good.",,4 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Ashish Kumar Patel,"...wrost camera quality,never saatified in hand feel ..not good for money....i suggeust in this",,"Aug, 2024"
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Flipkart Customer,"...Product is bestLove the Camera qualityHeating problem with battery,it could be",,4 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Ashwini  Kamate,...The product is good 👍Camera quality Better clear skin tones,,3 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Sewanga Pulak  Dolakashoria,...Portrait camera mode and the primary camera on this phone is really nice.,,4 days ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Flipkart Customer,...Camera is top notch too and you can get some pretty good images.,,"Jun, 2024"
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",ARYAN SINGH,".... The camera is not too vibrant and takes natural photos, selfie camera is good to",,10 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Farhana Parvin,...Camera quality is amazing...I'm obsessed �,,8 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Bhaskar  Bairagi,...good picture quality camera... but battry backup bad quality and charging,,4 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",SUSHEEL RAIKWAR,...Camera quality is too poor to be compared with VGA camera.,,5 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Yesudass Moses,...Better than my Nothing 2a in terms of camera quality...,,9 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Harsh Sharma,...Camera isn't too good the dynamic range is soo badHeating issuePerformance is good enough,,2 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",abhi ranshinge,...Phone Good but camera quality is no good.bed camera,,3 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Mohit Rajput,...VERY NICE MOBILE AND NEXT LEVEL CAMERAIT PLAY BHMI ON 60 FPSI LOVE IT,,4 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Aparajita Samal,...Camera Quality n storeg,,4 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Amit kumar Tiwary,...Samsung a35 smartphone is good 👍 camera ossam,,4 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Amit Kumar Sahu,...Only camera quality not up to the mark I was exchange from iPhone xr believe me XR camera much better than A35,,4 months ago
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Anonymous,,,
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Mihir Kumar  Jha,...Best Phone in this Price Range.Pros :-1. Camera :-Back Camera - 5/5Front Camera - 3/52. Battery - 4/5 (1,,4 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",P.vijaya kumar,...Good mobile and camera quality is very nice and photos clearance is very good it's very usefull,,25 days ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Gajanan  Pradhan,"...The camera is another standout feature, capturing stunning photos with ease.",,6 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",shivpoojan prajapati,...Best camera kwality,,2 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",VIGNESH JM,...Camera quality id goodPerformance is ultimateBattery capacity,,5 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Tarique  Ali,"...Just normal phone, camera quality just normal.",,3 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Deepak Kumar,...The phone is as good as I think but I think camera quality needs improvement.,,3 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Flipkart Customer,"...This item is Vivo T4X 5G mobile, and it is very good, its camera is very good 👍�",,6 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Dishan kalita Kalita,...Camera quality 4.5/5Battery 5/5Design 4/5Performance 4/5,,4 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Mohith Mohith,... features in phone like 2005 year model phonesBack Camera good - 4/5Dynamic light 5/5Image eraser 5/5Performanc,,8 days ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Flipkart Customer,...Camera quality is decent otherwise this mobile is outstanding Android mobile.,,5 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Nassar Karungapally,...Given gift for nephew he's super hppy about phon quality and features camera is awsome,,4 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",keshav kumar,...Camera Quality is awesome.Battery backup id goodDesignis also God,,2 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Ajay Vaghela,...Does the Job...Budget friendly Mobile.Camera quality up to the mark need to improve.Other all features wonderful at this price,,4 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Sarika Sarika,...Camera quality is good nyc phone 📱.... battery backup is good...,,4 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Sonu Ans,...battery long lastingCamera quality averageDisplay also good,,5 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",M Devi,"...Camera - 3.7( for photo - 4.3 , for video 3 )Overall",,4 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Arvind Kumar,...2 front camera needs improvement and back camera good but not consistent.,,4 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Nazim Maniyar,...Camera quality not upto the markrest all is the best,,2 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Diwakar  Mishra,...The phone is  quite good but the camera is a bit disappointing,,2 months ago
flipkart,017656bdd097b,"vivo T4x 5G (Marine Blue, 128 GB)",Anonymous,,,
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Raghu Vamshi,"...The camera is decent, very good light adjustment, and the picture quality is good, and the Front camera is also capturing decent pics",,9 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",DIPANKAR KUMAR MEHTA,"...The camera quality overall is good and feels sharp and detailed, giving you nice crispy images in the daytime.",,"Sep, 2024"
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Basheer KA,...This phone is awesome.🥰 The camera quality is unexpected �,,9 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Mahesh Kuwal,...Camera quality is very good front camera 16mp and back 50mp slow motion and portrait features are available,,7 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",BIJU SULAIMAN,"...After a week of use, here's my take:Camera (3/5): Decent for casual shots but lacks sharpness, especially in low light.",,11 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Md Shariq Zafar khan,...2. Camera: Camera set up is really awesome and best in this segment.,,11 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",ranjit pradhan,...Nice phone and back camera is excellent but selfie camera quality is normal please upgrade this selfie camera.,,7 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Flipkart Customer,...5/5👍👍👍👍2.phone look and design 5/53. Phone camera front 3/5 back 3.5/54. Battery 3/5 or less than that5. Let's,,11 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Samarpan  Roy,...Camera is good for outdoor lighting conditions; takes decent shots but takes little bit of time in processing the image.,,"Aug, 2024"
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Flipkart Customer,...Camera quality not best and calling time break issue,,14 days ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Saroj Sharma,"...CameraThe Moto G45 has a 50MP primary camera and a 2MP macro camera, as well as a 16MP selfie camera .",,6 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Pawan Kumar,... Display - 3/52. Performance - 4/53.Camera - 3.5/54.OS experience - 4.5/5 (as there are some,,10 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Datta Shelar,...Very good mobile picture quality is good camera very good security outstanding,,5 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Suraj kr  Yadav,...Camera quality good but portrait mode is weak.,,7 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Himan Sarma,"...The front camera is alright but the rear is not, the rear cam lacks sharpness and the photos come out very dull and depressed.",,5 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Flipkart Customer,"...While opening a camera, it take times and then after click a photo it take few times to render out and the quality of camera is very poor.",,6 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Gaurav Sarkar,"...Camera quality was not upto the mark, it's like over defined images.",,5 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Vishal Singh,...Camera: camera is looking to precious and picture is also very clear front camera shows holistic performance,,"Sep, 2024"
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Flipkart Customer,...Good phone under this budget.Like the camera quality.Superr,,"Sep, 2024"
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Mallik Arjuna,...Rear Camera is good and front camera is 16MT  but its too bad,,9 months ago
flipkart,4f3bbebe58a57,"Motorola g45 5G (Brilliant Green, 128 GB)",Anonymous,,,
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Nikhar Sachdeva,...Front camera is decent.It feels very good and well balanced device for a normal user who does not want to game a lot,,5 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Ayaan  Farooq,...Camera quality is awesome specially portrait mode....Battery life is 8 hours on continuous,,5 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Pradip Ghalme,...Mobile is very nice but Camera quality needs to be improved !,,3 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Dinesh Kumar,"...Camera is good but could be better , portrait mode is so so to detect proper edges",,5 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Deepankar Tripathi,...1. Wonderful Display.2. Good Camera Quality.3. Excellent Design.4. High Performance,,7 days ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Patnana Suneel kumar,...Camera quality is awesomeThe battery will drain if u use continuously,,2 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Mohit Selvaraj,...The stabilisation is ok but not too good.Rear and front camera's are good.It contains many capturing modes and features,,1 month ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Flipkart Customer,...Nice productCamera photo quality is niceBut video I am not happy,,2 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Kannan T,...amazing product.The product looks good.The camera quality is very good.You will get exact output whatever you are,,3 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Raj Kumar,...Camera quality 10/8Battery backup 10/7Display performance,,3 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Flipkart Customer,"...stays for a day and half for a normal userCamera : good camera, good for day and night picsDisplay : goodDesign : goodPerformance",,19 days ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Ajay Maurya,...So beautiful phone camera and all things are too good,,3 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Altaf Miya,"...Camera Quality Is Superb,l.Performance Like A Iqoo Neo 10.BGMI Performance",,2 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Ganesh Chaurasiya,...Awesome phone in this budget.The camera is awesome.Battery backup is good.Display feels pro,,5 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Mobbashir Ahmed,...Camera zooming quality is not as expected its hazzy,,3 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Naveenkumar Thangavel,...Review:Simply awesome. Worth the wait.Camera 4K quality is good.Sound quality is very goodFound little,,4 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Shrikant  Kanase,...Very nice mobile in terms of camera and features.,,3 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Aradharan P,...Camera quality not goodvery bad camera...,,3 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Rajarajacholan Krishnamurthy,...Hits:DisplayCamera resolutionMemoryMisses: (Lot)White balance is so,,5 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",AKRAM OSAMA,...Camera :- 5/5Battery:- 5/5Performance:- 5/5Design 4/5,,4 months ago
flipkart,a79107312a42f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Anonymous,,,
flipkart,9218b12ff853f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",Karthik Dhulipala,...Pros:-Camera is good but not that much great it's ok-ish details feels like little bit clumsy.,,4 months ago
flipkart,9218b12ff853f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",Flipkart Customer,...Motorola edge 60 Fusion 5G was a awesome smartphone🥰 This phone 📱 camera was really good �,,1 month ago
flipkart,9218b12ff853f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",sandeep e,...Camera was assumed and with Sony and the dimensity 7400 was rocked !!!,,4 months ago
flipkart,9218b12ff853f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",Ravi Shankar Bhardwaj,"...lot of improvements are clearly visibleCamera quality, Ai featuresBody ,colourAnd also it's more handy now",,4 months ago
flipkart,9218b12ff853f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",Emdadul Haque,...1.Camera Quality of the phone is phenomenal beautiful picture 5/52.,,15 days ago
flipkart,9218b12ff853f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",mayank parmar,...I think there is backlash in front camera quality then fusion 50. Fusion 50 front camera photo quality is far better than 60 fusion.,,5 months ago
flipkart,9218b12ff853f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",Jangala Pawan,...Camera quality -4.5/5Battery -4/5Display quality -5/5Performance,,5 months ago
flipkart,9218b12ff853f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",Shyam Singh Solanki,...Nice camera quality and offers best AI experience in the segment .,,1 month ago
flipkart,9218b12ff853f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",yaswanth surya,...Not good camera very bad camera quality like 10k mobile.,,5 months ago
flipkart,9218b12ff853f,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",Manoj Bind,"...battery is good, 8 hours continuous play.Camera output is strange and little non realistic.It gives some AI processed image every time",,7 days ago
