source,productid,mobilename,userid,review,rating,reviewdate,sentiment,_review_cleaned
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",ARYAN SINGH,".... The camera is not too vibrant and takes natural photos, selfie camera is good to",,2024-12-12,Neutral,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Flipkart Customer,"...The camera quality is excellent, capturing detailed shots with good low-light performance.",,2025-10-06,Positive,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Farhana Parvin,...Camera quality is amazing...I'm obsessed ,,2025-01-12,Positive,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Bhaskar  Bairagi,...good picture quality camera... but battry backup bad quality and charging,,2025-05-12,Negative,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",SUSHEEL RAIKWAR,...Camera quality is too poor to be compared with VGA camera.,,2025-05-12,Negative,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Yesudass Moses,...Better than my Nothing 2a in terms of camera quality...,,2024-12-12,Positive,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Harsh Sharma,...Camera isn't too good the dynamic range is soo badHeating issuePerformance is good enough,,2025-08-12,Negative,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",abhi ranshinge,...Phone Good but camera quality is no good.bed camera,,2025-07-12,Negative,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Flipkart Customer,...Battery performance is not too goodCamera quality is greatSound quality is very goodLooking  decent,,2025-10-02,Neutral,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Mohit Rajput,...VERY NICE MOBILE AND NEXT LEVEL CAMERAIT PLAY BHMI ON 60 FPSI LOVE IT,,2025-06-12,Positive,
flipkart,d3af671af1e42,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",Aparajita Samal,...Camera Quality n storeg,,2025-06-12,Neutral,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Ajay Ravidas,...Camera quality is intrestingBattery life double intrestingAlmost superb,,2025-09-12,Positive,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Kamal  Kishor Vishwakarma,...Battery performance Supperb 2 days backupCamera quality awesomeDesign look awesomeDisplay too good,,2025-09-12,Positive,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Flipkart Customer,"...Camera is Decent type, front camera amezingDisplay top in class.Battery top in class",,2025-05-12,Positive,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Flipkart Customer,"...Camera could be better as , always expectations are high with vivo in terms of camera quality,rest phone is working well no issues yet",,2025-06-12,Neutral,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Sateesh Kumar,...After 1 month my honest review is1.camera - average 53.52.Display - good 543.Battery - excellent,,2025-07-12,Neutral,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Shiva  Satapathy,...Phone is good and Phone camera decentPerformance is nice  for this price range,,2025-06-12,Positive,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Raju  Das,"...Camera is good if you capture high light and low light bright, potrait images awesome ",,2025-08-12,Positive,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Mahesh  Ekhe,...good. Display is fantastic. No lag phone.Camera quality is awesome.,,2025-05-12,Positive,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Flipkart Customer,...Camera is good but can be ultra wide it would be better,,2025-09-18,Neutral,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Satyom Singh,...Camera quality is very poor just like key pad phone,,2025-09-12,Negative,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Amandeep Chauhan,...The camera quality is good.The battery is also big and lasts a long,,2025-05-12,Positive,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Venkatesh Mandadi,...Better performance..camera quality super..,,2025-10-06,Positive,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Suryaroshan  Raj,...quality avarageCall quality is goodCamera quality is decent .,,2025-05-12,Neutral,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",MD SAJJAD HUSSAIN,...Best Camera Detailing and Quality.Best battery performance.Best video recording,,2025-07-12,Positive,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Kajal Roy,...Camera is good but no wide angle in backcamera is mega drawbacks of this phone.,,2025-09-30,Negative,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Flipkart Customer,...It's a very nice product.The camera quality is also good.Value for money,,2025-08-12,Positive,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Suhana Khatun,...awesome. The battery backup is excellent.Front camera average and back camera good.Looks beautiful.,,2025-05-12,Positive,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Yogesh  Kumar,...Average camera quality.Display is not properly curved.,,2025-05-12,Negative,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Shreya  De,...Camera - 4.5 5Better - 55Display - 55,,2025-09-12,Neutral,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 128 GB)",Raghavendra  K,"...Camera is just okay, doesn't look like 50MP.Mobile is becoming hot while using Camera",,2025-08-12,Negative,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",subhajit sadhukhan,"...Display:It looks awesome, check my imagesCamera: excellent picture and details capturedVideo: Front camera 4k awesome.Battery:",,2024-09-01,Positive,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Sonia Sharma,...Camera quality is amazing 4k shots and many things.,,2025-08-12,Positive,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Flipkart Customer,...Camera: The camera system is versatile and can take great photos in a variety of conditions.,,2025-03-12,Positive,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Rajeevan Kakkokara,"...etc, then exynos is good for these tasks.The phone is great and camera is good.",,2025-06-12,Positive,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Ashish Kumar Patel,"...wrost camera quality,never saatified in hand feel ..not good for money....i suggeust in this",,2024-08-01,Negative,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Flipkart Customer,"...Product is bestLove the Camera qualityHeating problem with battery,it could be",,2025-06-12,Positive,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Ashwini  Kamate,...The product is good Camera quality Better clear skin tones,,2025-06-12,Positive,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Sewanga Pulak  Dolakashoria,...Portrait camera mode and the primary camera on this phone is really nice.,,2025-09-28,Positive,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Flipkart Customer,...Camera is top notch too and you can get some pretty good images.,,2024-06-01,Positive,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",ARYAN SINGH,".... The camera is not too vibrant and takes natural photos, selfie camera is good to",,2024-12-12,Neutral,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Flipkart Customer,"...The camera quality is excellent, capturing detailed shots with good low-light performance.",,2025-10-06,Positive,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Farhana Parvin,...Camera quality is amazing...I'm obsessed ,,2025-01-12,Positive,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Bhaskar  Bairagi,...good picture quality camera... but battry backup bad quality and charging,,2025-05-12,Negative,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",SUSHEEL RAIKWAR,...Camera quality is too poor to be compared with VGA camera.,,2025-05-12,Negative,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Yesudass Moses,...Better than my Nothing 2a in terms of camera quality...,,2024-12-12,Positive,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Harsh Sharma,...Camera isn't too good the dynamic range is soo badHeating issuePerformance is good enough,,2025-08-12,Negative,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",abhi ranshinge,...Phone Good but camera quality is no good.bed camera,,2025-07-12,Negative,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Flipkart Customer,...Battery performance is not too goodCamera quality is greatSound quality is very goodLooking  decent,,2025-10-02,Neutral,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Mohit Rajput,...VERY NICE MOBILE AND NEXT LEVEL CAMERAIT PLAY BHMI ON 60 FPSI LOVE IT,,2025-06-12,Positive,
flipkart,5a31476ca6a35,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)",Aparajita Samal,...Camera Quality n storeg,,2025-06-12,Neutral,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",PHANTOM  DELUXE,...Camera quality bro too bad just like 2G mobile pho,,2025-05-12,Negative,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Manu Kumar,...Camera is not performing like redmi note7 pro 48 megha pixels Moto g35 have 50 megha pixels the camera quality laughing,,2025-02-12,Negative,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Flipkart Customer,...EXCELLENTDESIGN - GOODPERFORMANCE - GOODCAMERA - GOOD ( 4K )CONNECTION - EXCELLENTSPEAKERS - GOOD,,2025-05-12,Positive,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Gautam Shinde,...Camera is average quality.Not good camera in night mode,,2025-05-12,Negative,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Mohammad Imtiyaz,...To sum up my experience with g35 5g here it is:Pros:1) Main and selfie camera takes great pictures.,,2025-02-12,Positive,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Flipkart Customer,"...Mobile phone vibrating on full speaker, CAMERA QUALITY IS NOT GOOD,",,2025-08-12,Negative,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Tejas B S,...it can sustain 1day with normal usage.4. Camera quality is good.But can be better.5. Leather design seems,,2025-07-12,Neutral,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Amit Das,...Camera is somehow not upto the markFront cam in low light is not good at all,,2025-07-12,Negative,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Flipkart Customer,"...camera quality so bad, third class low quality camera, and mobile is very slow system",,2025-03-12,Negative,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Niraj Chaudhary,"...Camera is decent in daylight, but low light photography and zoo",,2025-09-18,Neutral,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",TANUJA PATRA,...Very good camera and handling the mobile,,2025-06-12,Positive,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Manas  Das,...quality -very goodPerformance -very goodBack camera -goodFront camera -very goodConnectivity -very,,2025-07-12,Positive,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Flipkart Customer,...Camera quality decent 45Battary 4.25 and charge 5 to 99 in 1.30hr,,2025-01-12,Neutral,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Flipkart Customer,...Awesome phone and back camera quality is soo awesome,,2025-07-12,Positive,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Surya Kumar  Sahu,...Value for money in this price rangeBack camera - 35Front camera - 55,,2025-01-12,Positive,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Saiff Khan,...The camera quality is fine but it is not that good.The battery backup is very bad. If the phone,,2025-06-12,Negative,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Flipkart Customer,"...Mobile much Better, decent camera.Nice look tnx flipkart",,2025-09-27,Positive,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Ivin Titus,"...And one drawback of this device is - camera : it's kinda average and have grains, but still okay.",,2025-03-12,Neutral,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Flipkart Customer,...All round phone vivox200 camera is amazing I love camera quality ,,2025-03-12,Positive,
flipkart,a3ca32cc93927,"MOTOROLA g35 5G (Leaf Green, 128 GB)",Flipkart Customer,...Camera quality AverageMobile speed Slow,,2025-09-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Sunil Kumar  Choudhary,...1. Camera quality front or back very bad.Not good quality.2. When charging or using,,2025-06-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Sultan Barbhuiya,"...It's back camera is very good, front camera quality is slightly misty in low brightness but in light area, it's very good.",,2025-10-05,Positive,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",NIRAJ SINGH,...What was earlier in 8k phone camera quality now has become 12k-14k phone category.,,2025-07-12,Neutral,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",selvalakshmi Lakshmi,...Camera quality wants to improve a little.... By the way the phone is very good,,2025-10-10,Positive,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Hemant J B,...Camera quality is not upto the mark.zoom picture brakes,,2025-09-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Flipkart Customer,...This phone is very Smart but the camera is not good.Itha videos in this is.  Great experience,,2025-09-27,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Flipkart Customer,...Camera not a 50mp weastTouch is slowHigh priceVery low sound,,2025-07-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",pankaj kumar,...Camera quality very bad..,,2025-05-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Raj sekar,...price range. Battery ok for day usage.Rear Camera average.Front cam very poor. Not recommended.,,2025-08-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Ajit Agre,...Front camera quality not good.,,2025-04-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",SHIVAM ENTERPRISES SHIVAM ENTERPRISES,"...The camera quality exceeded my expectations!The pictures are sharp and clear, even in",,2025-04-12,Positive,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Yogesh Kumar Kelotra,...Excellent camera and mobile,,2025-09-12,Positive,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Ambika Junghare,...Camera quality was not good ....,,2025-06-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Abhinav Tiwari,...4. Camera works best at outdoors but its not the best choice for low light conditions,,2025-04-12,Neutral,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Rakeeb  Ansari,...Improve camera quality,,2025-08-12,Neutral,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Arnav sahu,...Camera quality amazing ,,2025-04-12,Positive,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Prakash Deep,...Camera Quality was too poor ...,,2025-03-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Prashant Singh,...Below average...Slow and camera is like 2 mp quality,,2025-09-12,Negative,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Satya Prakash,...Camera quality 5050,,2025-09-12,Neutral,
flipkart,ab5a4b09b6ccc,"realme P3x 5G (Midnight Blue, 128 GB)",Saurabh Kumar Srivastav,...this review after using it for 20 days.The camera is good in the daylight.The call was too much disconnecting due,,2025-04-12,Neutral,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Mohammad Faishal,"...It is fine, the camera is also good, the device is first class.",,2025-09-12,Positive,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Dipak shaw,"...Bad experience with camera, poor quality of camera is not 50 mp camera, is vga camera,",,2025-08-12,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Flipkart Customer,...The camera quality to be improved.Otherthan that overall performance is good,,2025-08-12,Neutral,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Raju Gayen,...The battery is not giving good service.The camera quality is average.The design is just okay.,,2025-09-26,Neutral,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Amarjeet Anand,...Very bad phone...Camera quality is very poor.Don't Buy...Battery backup is very bad... Totally weast,,2025-08-12,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",AJAY KUMAR,...Poor camera they called 50 mega pixels but it's like 10mg pix.,,2025-08-12,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Ajit Sharma,"...much expectationsOverall phone is niceCamera is below average,no clarity in imagesThe phone hanges if you use while charging",,2025-10-10,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Rishu Chaurasiya,...Camera Qwality poor,,2025-08-12,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",praveen kumar,...Very Poor Mobile.Camera Qulity is poor and Speaker very very Worst.Pls Don't buy anyone.,,2025-09-12,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Ashish Singh,...Camera picture quality is not goodBut  internet connectivity is also good,,2025-09-12,Neutral,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",RAMESH BABU PEETHA,...performance what is the value of low price.Camera quality is below average.Even 50MP also blur images. Touch screen,,2025-08-12,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Saikat Sarkar,...Camera quality is poor.Otherwise ok product.ok for normal use.,,2025-09-21,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Jayeshkumar Jogi,...camera quality is poor.as per 50 mega..... camera,,2025-09-12,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Sunil Gupta,...Thought it is having 50 MP camera but image quality is not like 50 MP.,,2025-10-01,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",J S Abhishek,"...Don't buy this phone, camera quality is poor, calling speaker is very bad not even audible properly.",,2025-08-12,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Flipkart Customer,...Best phone but camera quality no good,,2025-09-12,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Tapamay Dinda,...DisplayCons: CameraService centreCamera is very averageFinal verdict YOU CAN BUY THIS,,2025-08-12,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Flipkart Customer,...Camera quality very low,,2025-10-09,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Sanjeev  Singh,...Battery backupCamera picture quality not good,,2025-09-12,Negative,
flipkart,c10ef88d43772,"Ai+ Nova 5G (Green, 128 GB)",Mangjeet Singh,...camera quality is a bad,,2025-08-12,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Yogesh Cheke,"...The mobile is good in every way, but the camera is a bit low quality.",,2025-10-08,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Md. Altaf,...Camera quality too baad it's  sony camera 50mp no 8 mp camera full bluer,,2025-09-28,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Nagaram  Upender,...Camera quality very poorDisplay brightness very dullCharging is,,2025-07-12,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Flipkart Customer,...Everything else is good except camera.Cam is pretty basic n image quality is low.2 stars for camera. 4 stars for Everything,,2025-09-29,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",RAMESH JANGIR,"...Camera not good , Picture quality not good",,2025-08-12,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Arvind,...Camera quality is very bad..Special front cam,,2025-10-02,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Ravi  Ranjan,...Camera is good in day light some time over exaggerated photo but okay .,,2025-10-08,Neutral,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Siva gurunathan,...It's perfect work for my heavy usage.Camera very clear.,,2025-09-15,Positive,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Mohammad Masihuddin,"...Don't buy this phone.Pathetic camera, both front and back.It's like old age micromax keypad cameras",,2025-08-12,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Nitesh Meena,...Camera is very dull .,,2025-08-12,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",CHETNA DOHRIYA,...The product is not as per the expectation  the camera quality is not goo,,2025-09-19,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Prasant Yadav,...charge the phone. No fast charging support.The camera is also not very good.No ear speaker so you have issues while,,2025-09-12,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Shalini HR,...Don't like it because of the poor camera quality,,2025-10-01,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Pardeep  Kumar,...Camera quality badh,,2025-07-12,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Umakant Dhole,...Camera quality very poor,,2025-10-10,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Avijit  Ojha,...Camera quality is not good,,2025-08-12,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Rajeswari V,...Very worst model .camera quality very worst,,2025-09-21,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Virender Kumar,...Camera is not moregood but according to price the smart mobile,,2025-08-12,Neutral,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Biman Das,...GoodCamera very goodBattery long timeI love vivo phone,,2025-08-12,Positive,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",Karthick M K,"...Selfie Camera only a draw-back, otherwise phone is very good",,2025-09-12,Positive,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",suman Chakraborty,...Low light camera is a beast.But it was consumed more battery when camera,,2025-10-01,Neutral,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",Atul David,...The camera is a downgrade from the previous phone Pixel,,2025-09-26,Negative,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",Flipkart Customer,...Camera is a huge let down.First of all you don't have the option,,2025-09-12,Negative,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",Sandeep  yadhv,...Camera quality is not good,,2025-09-12,Negative,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",rohan satvase,...stock android experience with pixel phones.The camera update is really amazing.There are many other features are added,,2025-09-12,Positive,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",Jayanta Brahma,"...Very nice camera,phone is very fast ,battery is also good",,2025-09-12,Positive,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",Saswat Sundar,"...Cameras need no mention for pixel phones, good job overall Google!",,2025-09-12,Positive,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",YOGENDRA  MURTY,"...Pixel 10 Premium design, good camera.Battery charging time is too long and Airtel",,2025-10-03,Neutral,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",r c,"...Captures crisp, detailed photos with excellent AI enhancements that feel natural and smart.",,2025-09-15,Positive,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",K  Sai Harsh,...really great buying ur dream phone....See the zoom clarity....simply woww,,2025-09-27,Positive,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",Dhiraj Kadge,...Camera performance is good.Easy to handleBattery life is good.Less warm after 2hrs,,2025-10-11,Positive,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",vivek kulkarni,"...While the software could benefit from a few refinements, the camera is outstanding.",,2025-09-12,Positive,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",Durgesh Kumar,...Happy camera quality Best Phone Performance Best Quality,,2025-09-12,Positive,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",Shambhu Kumar Mishra,"...Awesome camera , awesome performance best battery life in a pixel",,2025-09-12,Positive,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",Himanshu  Mall,...Best Camera phone and brilliant Display quality but Google need to fix the charging time issue.,,2025-09-12,Positive,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",Flipkart Customer,"...I recently upgraded from the Pixel 6a to the Pixel 10. The phone is excellent - crisp display, good camera, and smooth performance.",,2025-09-14,Positive,
flipkart,180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",Swapnil  Birajdar,"...Top notch device, smooth with display, high end on Camera, superb design and sleek to handle",,2025-09-28,Positive,
flipkart,10bd1668b9bf2,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",Aaksha Siddqui,...The camera quality is decent and the pictures comes out bright and clear.,,2025-07-12,Neutral,
flipkart,10bd1668b9bf2,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",Faizan Khan,...The camera quality is decent and the pictures comes out bright and clear.,,2025-07-12,Neutral,
